sku,detalle,costo,venta,desde,hasta,empresa_id
40400002505,VINAGRE ROSADO TRAVERSO 500CC,682,996,1-9-2020,2-12-2020,1
40400002515,YERBA MATE TARAGUI 250GR,1450,2117,1-9-2020,2-12-2020,1
40400002645,LEVADURA SEC IN SU SAF OKEDO 500GR,1639,2393,1-9-2020,2-12-2020,1
40400003099,POLVOS HORNEAR DELIA 500GR,1059,1546,1-9-2020,2-12-2020,1
40400003277,CREMA LIQUIDA UHT COLUN 1LT,1952,2850,1-9-2020,2-12-2020,1
40400003394,HUEVO BLANCO PRIMERA CHAMPION UN,3000,4380,1-9-2020,2-12-2020,1
40400003423,LECHE CHOC COLUN 1LT,729,1064,1-9-2020,2-12-2020,1
40400003438,LECHE DESC CJ COLUN 1LT,597,872,1-9-2020,2-12-2020,1
40400003447,LECHE ENTERA CJ COLUN 1LT,597,872,1-9-2020,2-12-2020,1
40400003462,LECHE SEMI/DESC S/TAPA COLUN 1LT,597,872,1-9-2020,2-12-2020,1
40400003471,MANTEQUILLA LOS ALERCES 250GR,1083,1581,1-9-2020,2-12-2020,1
40400003474,MANTEQUILLA SOPROLE 250GR,1163,1698,1-9-2020,2-12-2020,1
40400003480,MARGARINA NEXT 250GR,416,607,1-9-2020,2-12-2020,1
40400003486,QUESILLO COLUN 160GR,497,726,1-9-2020,2-12-2020,1
40400003487,QUESILLO COLUN 320GR,923,1348,1-9-2020,2-12-2020,1
40400003504,QUESO CREMA TRIPA DOS ALAMOS 200GR,530,774,1-9-2020,2-12-2020,1
40400003508,QUESO GAUDA LAMINADO COLUN 500GR,2083,3041,1-9-2020,2-12-2020,1
40400003547,YOGHURT DAMASCO LOS ALERCES 125GR,98,143,1-9-2020,2-12-2020,1
40400003562,YOGHURT FRAMBUESA LOS ALERCES 125GR,98,143,1-9-2020,2-12-2020,1
40400003569,YOGHURT FRUTILLA LOS ALERCES 125GR,98,143,1-9-2020,2-12-2020,1
40400003584,YOGHURT MORA LOS ALERCES 125GR,98,143,1-9-2020,2-12-2020,1
40400003591,YOGHURT PI#A LOS ALERCES 125GR,98,143,1-9-2020,2-12-2020,1
40400003596,YOGHURT PLATANO LOS ALERCES 125GR,98,143,1-9-2020,2-12-2020,1
40400003618,YOGHUT GOLD TRADICION SOPROLE 165CC,340,496,1-9-2020,2-12-2020,1
40400003816,GALL AGUA LIGHT COSTA 210GR,787,1149,1-9-2020,2-12-2020,1
40400003818,GALL AGUA S/SAL FA MCKAY 180GR,842,1229,1-9-2020,2-12-2020,1
40400003820,GALL ALTEZA BOCADO NESTLE 140GR,608,888,1-9-2020,2-12-2020,1
40400003821,GALL ALTEZA HELADO NESTLE 140GR,608,888,1-9-2020,2-12-2020,1
40400003835,GALL COSTA OBSESION COSTA 85GR,736,1075,1-9-2020,2-12-2020,1
40400003836,GALL CRACKELET COSTA 85GR,381,556,1-9-2020,2-12-2020,1
40400003838,GALL CRIOLLITAS MCKAY 100GR,594,867,1-9-2020,2-12-2020,1
40400003850,GALL DONUTS BLANCO COSTA 100GR,746,1089,1-9-2020,2-12-2020,1
40400003851,GALL DONUTS COCOCRUNCH COSTA 95GR,743,1085,1-9-2020,2-12-2020,1
40400003860,GALL FRAC CLASICA COSTA 52GR,216,315,1-9-2020,2-12-2020,1
40400003865,GALL GRAN CER COSTA MUES COSTA 135GR,543,793,1-9-2020,2-12-2020,1
40400003866,GALL GRAN CER FIBRA CACAO COSTA 135GR,576,841,1-9-2020,2-12-2020,1
40400003869,GALL GRETEL CHOCO COSTA 85GR,736,1075,1-9-2020,2-12-2020,1
40400003871,GALL KUKY CLASICA MCKAY 120GR,381,556,1-9-2020,2-12-2020,1
40400003874,GALL LIMON MCKAY 150GR,365,533,1-9-2020,2-12-2020,1
40400003876,GALL MANTEQUILLA MCKAY 140GRS,365,533,1-9-2020,2-12-2020,1
40400003906,GALL NIK BOCADO COSTA 71GR,372,543,1-9-2020,2-12-2020,1
40400003909,GALL NIZA MCKAY 150GRS,391,571,1-9-2020,2-12-2020,1
40400003920,GALL SODA FAM COSTA 180G,768,1121,1-9-2020,2-12-2020,1
40400003927,GALL TRITON CHOC MCKAY 126GR,324,473,1-9-2020,2-12-2020,1
40400003928,GALL TRITON VAINILLA MCKAY 126GR,324,473,1-9-2020,2-12-2020,1
40400003929,GALL TUAREG COSTA 120GR,413,603,1-9-2020,2-12-2020,1
40400003933,GALL VINO MCKAY 155GR,365,533,1-9-2020,2-12-2020,1
40400003958,MANI SALADO EVERCRIPS 430G,1389,2028,1-9-2020,2-12-2020,1
40400028458,CAFE NESCAFE TRAD. 420GRS,6605,9643,1-9-2020,2-12-2020,1
40400029321,PECHUGA PAVO DESH ARIZTIA KG,4103,5990,1-9-2020,2-12-2020,1
40400029423,HUACHALOMO VAC VACIO CONG MARFRIG KG,4000,5840,1-9-2020,2-12-2020,1
40400029431,"JUGO DURAZNO PET WATTS 1,5 LT",786,1148,1-9-2020,2-12-2020,1
40400029432,"JUGO NECTAR DAMASCO PET WATTS 1,5 LT",786,1148,1-9-2020,2-12-2020,1
40400029433,"JUGO NECTAR NARANJA PET WATTS 1,5 LT",786,1148,1-9-2020,2-12-2020,1
40400029434,"JUGO NECTAR PI#A PET WATTS 1,5 LT",786,1148,1-9-2020,2-12-2020,1
40400029435,"JUGO NECTAR NARANJA LIGHT WATTS PET 1,5",795,1161,1-9-2020,2-12-2020,1
40400029440,JALEA LIMON MACROFOOD 1KG,2025,2957,1-9-2020,2-12-2020,1
40400029543,Refresco Damasco 35gr Sprim UN,970,1416,1-9-2020,2-12-2020,1
40400029544,Refresco Durazno 35gr Sprim UN,970,1416,1-9-2020,2-12-2020,1
40400029545,Refresco Frambuesa 35gr Sprim UN,970,1416,1-9-2020,2-12-2020,1
40400029546,Refresco Frutilla 35gr Sprim UN,970,1416,1-9-2020,2-12-2020,1
40400029547,Refresco Manzana 35gr Sprim UN,970,1416,1-9-2020,2-12-2020,1
40400029548,Refresco Melon tuna 35gr Sprim UN,970,1416,1-9-2020,2-12-2020,1
40400029550,Refresco Naranja 35gr Sprim UN,970,1416,1-9-2020,2-12-2020,1
40400029551,Refresco Papaya 35gr Sprim UN,970,1416,1-9-2020,2-12-2020,1
40400029552,Refresco Piña 35gr Sprim UN,970,1416,1-9-2020,2-12-2020,1
40400029670,Caldo concentrado costilla Macrofood kg,2435,3555,1-9-2020,2-12-2020,1
40400029723,Harina Integral Selecta KG,1065,1555,1-9-2020,2-12-2020,1
40400029795,CARNE MOLIDA VAC 6% CONG S_PATAGONICOS,3816,5571,1-9-2020,2-12-2020,1
40400029801,ABASTERO VAC VACIO INTERANDINA KG,4722,6894,1-9-2020,2-12-2020,1
40400029802,ASIENTO VAC VACIO INTERANDINA KG,6139,8963,1-9-2020,2-12-2020,1
40400029974,ARVEJA PARTIDA BONANZA KG,1389,2028,1-9-2020,2-12-2020,1
40400030030,YOG AMERICANO FRUTILLA SOPROLE 155GR,320,467,1-9-2020,2-12-2020,1
40400030031,YOG AMERICANO MORA SOPROLE 155GR,320,467,1-9-2020,2-12-2020,1
40400030060,MAYONESA LIGHT HELLMANNS 380G,933,1362,1-9-2020,2-12-2020,1
40400030062,MAYONESA HELLMANNS 372G,903,1318,1-9-2020,2-12-2020,1
40400030146,AVENA INSTANTANEA QUAKER 900GR,2052,2996,1-9-2020,2-12-2020,1
40400030397,CHURRASCO VAC POSTA 100 GR S_PATAGONICOS,4666,6812,1-9-2020,2-12-2020,1
40400030440,"PAPA PREFRITA 11MM ALIFRUT 2,5KG",2115,3088,1-9-2020,2-12-2020,1
40400030452,MANJARATE TRADICIONAL ENV 80GRS,340,496,1-9-2020,2-12-2020,1
40400031112,ACEITUNA NEGRA ENTERA EXCELENCIA 950G,2948,4304,1-9-2020,2-12-2020,1
40400031321,ARROZ G1 FOOD SERVICE TUCAPEL 2KG,2527,3689,1-9-2020,2-12-2020,1
40400031692,MANGO CONG TROZO ALIFRUT KG,2733,3990,1-9-2020,2-12-2020,1
40400031824,YOG LIGHT COLUN FRUTILLA 125G,145,212,1-9-2020,2-12-2020,1
40400031825,YOG LIGHT COLUN PAPAYA 125G,145,212,1-9-2020,2-12-2020,1
40400031826,YOG LIGHT COLUN DAMASCO 125G,145,212,1-9-2020,2-12-2020,1
40400031828,YOG LIGHT COLUN FRAMBUESA 125G,145,212,1-9-2020,2-12-2020,1
40400031829,YOG LIGHT COLUN VAINILLA 125G,145,212,1-9-2020,2-12-2020,1
40400031904,CHAMPIGNON LAM FRIZADO ALIFRUT KG,1214,1772,1-9-2020,2-12-2020,1
40400031990,CAMARON IMP 100/200 COCIDO PELADO KG,7698,11239,1-9-2020,2-12-2020,1
40400032098,AZUCAR FLOR PURATO KG,1587,2317,1-9-2020,2-12-2020,1
40400032292,PIÑA TROZO ALIFRUT 1KG,1827,2667,1-9-2020,2-12-2020,1
40400032296,ZAPALLO CUBO ALIFRUT 1KG,1641,2396,1-9-2020,2-12-2020,1
40400032299,CEBOLLA CUBO ALIFRUT 1KG,794,1159,1-9-2020,2-12-2020,1
40400032310,PAPA CUBO CONG ALIFRUT 1KG,1106,1615,1-9-2020,2-12-2020,1
40400032940,LOMO CENTRO CERDO AGROSUPER KG,3830,5592,1-9-2020,2-12-2020,1
40400032941,PULPA CERDO PIERNA AGROSUPER KG,3412,4982,1-9-2020,2-12-2020,1
40400032942,COSTILLAR CERDO TROZO AGROSUPER KG,4941,7214,1-9-2020,2-12-2020,1
40400032943,CHULETA CERDO CENTRO 180-200G AGROSUPER,3882,5668,1-9-2020,2-12-2020,1
40400033000,HAMB POLLO 100GR LA CRIANZA,316,461,1-9-2020,2-12-2020,1
40400033260,FILETILLO SUPER POLLO CONG 700G,2147,3135,1-9-2020,2-12-2020,1
40400033261,PECHUGA SUPER POLLO 1/2 DESH 700GR,2505,3657,1-9-2020,2-12-2020,1
40400033262,TRUTRO CORTO SUPER POLLO CONG 800GR,1968,2873,1-9-2020,2-12-2020,1
40400033264,TRUTRO LARGO SUPER POLLO CONG 800GR,1968,2873,1-9-2020,2-12-2020,1
40400034596,MERLUZA FILETE SIMPLE IMP FRIOSUR KG,2889,4218,1-9-2020,2-12-2020,1
40400034650,TE HIERBAS SURTIDAS SUPREMO 20 BL,711,1038,1-9-2020,2-12-2020,1
40400034928,"LECHE POLVO 26% NIDO 1,5KG",7475,10914,1-9-2020,2-12-2020,1
40500010010,CAJA DE 35 LIBRAS Nuevas,1,1,1-9-2020,2-12-2020,1
40500010012,CAJA ABISAGRADA UN,1,1,1-9-2020,2-12-2020,1
40500010013,CAJA DE 70 LIBRAS Nuevas,1,1,1-9-2020,2-12-2020,1
40500010020,CAJA CARTON Nueva,1,1,1-9-2020,2-12-2020,1
40500020081,PA#O DE LOZA UN ,600,1193,1-9-2020,2-12-2020,1
40500020100,FOSFOROS CAJITA COPIHUE UN,1247,1821,1-9-2020,2-12-2020,1
40200000008,ALCOHOL 70# DIFEM PHARMA LT,1640,2394,1-9-2020,2-12-2020,2
40200000013,CIF CREMA 750GR UN,1866,2724,1-9-2020,2-12-2020,2
40200000018,CLORO GEL INGENIX 900ML UN,959,1400,1-9-2020,2-12-2020,2
40200000020,CLORO ROPA COLOR CLOROX 960CC UN,1828,2669,1-9-2020,2-12-2020,2
40200000026,DESINFEC. W.C. PAST.AZUL HARPIC 45GR,1278,1866,1-9-2020,2-12-2020,2
40200000029,DESODORANTE AMBIENTAL SAPOLI 360ML,910,1329,1-9-2020,2-12-2020,2
40200000032,DETERGENTE OMO 400GR,1059,1546,1-9-2020,2-12-2020,2
40200000093,ESCOBILLON PLASTICO PROASIN UN,947,1383,1-9-2020,2-12-2020,2
40200000097,ESPONJA AMARILLA C/FIBR.VERDE VANNI UN,223,326,1-9-2020,2-12-2020,2
40200000112,INSECTICIDA CASA JARDIN RAID 360CC UN,2488,3632,1-9-2020,2-12-2020,2
40200000120,LAVALOZA QUIX LIQUIDO 750ML,1929,2816,1-9-2020,2-12-2020,2
40200000121,LIMPIA PISO POET LAVANDA 900CCX12U,999,1459,1-9-2020,2-12-2020,2
40200000124,LIMPIA VIDRIO VIRGINIA 250CC,430,628,1-9-2020,2-12-2020,2
40200000125,LIMPIADOR 8M MEDITERRANEO DIVERSEY 5LT,4308,6290,1-9-2020,2-12-2020,2
40200000127,LUSTRA MUEBLES ARELA 250GRS UN,778,1136,1-9-2020,2-12-2020,2
40200000167,PA#O CELULOSA AMARILLO 3M VANNI UN,1764,2576,1-9-2020,2-12-2020,2
40200000168,PA#O CELULOSA AZUL 3M VANNI UN,1764,2576,1-9-2020,2-12-2020,2
40200000169,PA#O CELULOSA ROSADO 3M VANNI UN,1764,2576,1-9-2020,2-12-2020,2
40200000171,PA#O MULTIUSO AMARILLO VANNI UN,2088,3049,1-9-2020,2-12-2020,2
40200000186,"SUMA STAT PLUS D1 BAC DIVERSEY 1,5KG",8660,12644,1-9-2020,2-12-2020,2
40200000195,TRAPERO DOBLE C/OJAL VANNI UN,1010,1475,1-9-2020,2-12-2020,2
40200000198,VIRUTILLA PARRILLA SBRITE VANNI UN,667,974,1-9-2020,2-12-2020,2
40200000201,ALUSA FOIL ALUMINIO 30CM X100MT VANNI UN,3425,5001,1-9-2020,2-12-2020,2
40200000203,ALUSA PLAST FILM 28CM X300MT VANNI UN,3823,5582,1-9-2020,2-12-2020,2
40200000222,BOLSA BASURA 50X70CM VANNI UN,240,351,1-9-2020,2-12-2020,2
40200000223,BOLSA BASURA 70X90CM VANNI UN,420,613,1-9-2020,2-12-2020,2
40200000275,"CARBON 2,5KG AGUAS CLARAS UN",2340,3416,1-9-2020,2-12-2020,2
40200000328,GORRO COFIA DESECHABLE BLANCA VANNI UN,2490,3635,1-9-2020,2-12-2020,2
40200000333,GUANTES LATEX TALLA L VANNI UN,5916,8635,1-9-2020,2-12-2020,2
40200000334,GUANTES LATEX TALLA M VANNI UN,5916,8635,1-9-2020,2-12-2020,2
40200000335,GUANTES LATEX TALLA S VANNI UN,5916,8635,1-9-2020,2-12-2020,2
40200000349,MASCARILLA DESECHABLE VANNI UN,950,1387,1-9-2020,2-12-2020,2
40200000360,PAPEL HIG 2/HJ ELITE HABIT 20MT UN,2827,4128,1-9-2020,2-12-2020,2
40200000365,PAPEL HIG ELITE JUMBO 500MT ELITE UN,1139,1663,1-9-2020,2-12-2020,2
40200000414,SERVILLETA DISPENSADOR S/L ELITE 150UN,250,365,1-9-2020,2-12-2020,2
40200000415,SERVILLETA ELITE COCTEL 24CM 120UN,234,342,1-9-2020,2-12-2020,2
40200000458,TOALLA ELITE JUMBO DISPENSADOR 300MT UN,3584,5233,1-9-2020,2-12-2020,2
40200000610,JABON LIQ ACEITE ALMENDRAS 340CC UN,1445,2110,1-9-2020,2-12-2020,2
40200000612,JABON LIQ LE SANCY 340ML,161,235,1-9-2020,2-12-2020,2
40200000615,JABON LIQ. SIMONDS AVENA 360ML UN,1176,1717,1-9-2020,2-12-2020,2
40200004071,BOLSA BASURA 115X150CM VANNI UN,1460,2132,1-9-2020,2-12-2020,2
40200004271,PALA RECOLECTORA BASURA UN,760,1110,1-9-2020,2-12-2020,2
40200004319,SOFT CARE JBN ANTIBACTERIAL ESPUMA 700ML,3595,5249,1-9-2020,2-12-2020,2
40200004528,BOLSA BASURA 100X120CM VANNI UN,1020,1490,1-9-2020,2-12-2020,2
40200004550,MASCARILLA DESECHABLE GOLDEN,3950,5767,1-9-2020,2-12-2020,2
40200004551,MASCARILLA 3PLGBCA C/ELAST CJA 50UNDS,28000,39831,1-9-2020,2-12-2020,2
40400000001,"AGUA MINERAL C/G CACHANTUN 1,6LT",501,731,1-9-2020,2-12-2020,2
40400000029,"AGUA MINERAL S/G CACHANTUN 1,6LT",501,731,1-9-2020,2-12-2020,2
40400000050,AGUA PURIF S/G MANANTIAL 20LT,2800,4088,1-9-2020,2-12-2020,2
40400000050,BIDON DE AGUA 20 LTS,4088,5968,1-9-2020,2-12-2020,2
40400000070,"BEB. BILZ 1,5LT",781,1140,1-9-2020,2-12-2020,2
40400000078,"BEB. COCA COLA 1,5LT",857,1251,1-9-2020,2-12-2020,2
40400000090,"BEB. COCA COLA LIGHT 1,5LT",850,1241,1-9-2020,2-12-2020,2
40400000103,"BEB. COCA COLA ZERO 1,5LT",850,1241,1-9-2020,2-12-2020,2
40400000115,"BEB. FANTA 1,5LT",850,1241,1-9-2020,2-12-2020,2
40400000138,"BEB. FANTA ZERO 1,5LT",850,1241,1-9-2020,2-12-2020,2
40400000154,"BEB. KEM PINA 1,5LT",781,1140,1-9-2020,2-12-2020,2
40400000159,"BEB. LIMON SODA 1,5LT",781,1140,1-9-2020,2-12-2020,2
40400000199,"BEB. SPRITE 1,5LT",850,1241,1-9-2020,2-12-2020,2
40400000211,"BEB. SPRITE ZERO 1,5LT",850,1241,1-9-2020,2-12-2020,2
40400000266,JUGO DAMASCO CJ COLUN 200CC,132,193,1-9-2020,2-12-2020,2
40400000280,JUGO DURAZNO COLUN 200CC,132,193,1-9-2020,2-12-2020,2
40400000335,JUGO MANZANA CJ COLUN 200CC,132,193,1-9-2020,2-12-2020,2
40400000344,JUGO NARANJA CJ COLUN 200CC,132,193,1-9-2020,2-12-2020,2
40400000365,JUGO PI#A CJ COLUN 200CC,132,193,1-9-2020,2-12-2020,2
40400000392,"NECTAR DURAZNO LIGHT PET ANDINA 1,5LT",644,940,1-9-2020,2-12-2020,2
40400000406,"NECTAR NARANJA LIGHT PET ANDINA 1,5LT",644,940,1-9-2020,2-12-2020,2
40400000414,"NECTAR PI#A LIGHT ANDINA 1,5LT",644,940,1-9-2020,2-12-2020,2
40400000489,GANSO VAC VACIO REF MARFRIG KG,4960,7242,1-9-2020,2-12-2020,2
40400000492,GUATITAS JULIANA VAC PRODEA CONG 5KG,4401,6425,1-9-2020,2-12-2020,2
40400000493,HAMB VACUNO 100GR LA CRIANZA UN,342,499,1-9-2020,2-12-2020,2
40400000497,HIGADO VACUNO CONG ABAROA KG,1365,1993,1-9-2020,2-12-2020,2
40400000499,LOMO LISO VAC VACIO MARFRIG KG,5912,8632,1-9-2020,2-12-2020,2
40400000500,LOMO VETADO VAC VACIO MARFRIG KG,6440,9402,1-9-2020,2-12-2020,2
40400000503,OSOBUCOVAC PORC 190-210GR 5KG,5377,7850,1-9-2020,2-12-2020,2
40400000506,POSTA ROSADA VAC VACIO MARFRIG KG,5206,7601,1-9-2020,2-12-2020,2
40400000508,TAPAPECHO VAC VACIO MARFRIG KG,4102,5989,1-9-2020,2-12-2020,2
40400000537,PECHUGA POLLO 1/2 DESH AGROSUPER KG,2849,4160,1-9-2020,2-12-2020,2
40400000546,POLLO ENTERO CONG AGROSUPER KG,1829,2670,1-9-2020,2-12-2020,2
40400000553,TRUTRO CORTO POLLO CONG AGROSUPER KG,1918,2800,1-9-2020,2-12-2020,2
40400000554,TRUTRO ENTERO POLLO AGROSUPER KG,1708,2494,1-9-2020,2-12-2020,2
40400000568,HAMB CERDO 100GR LA CRIANZA UN,385,562,1-9-2020,2-12-2020,2
40400000571,LOMITO CERDO 80G-100G EL MONTE KG,3252,4748,1-9-2020,2-12-2020,2
40400000583,CHORITOS CONG FRIOSUR,2674,3904,1-9-2020,2-12-2020,2
40400000589,MARISCO SURTIDO SIMPLE FRIOSUR KG,2773,4049,1-9-2020,2-12-2020,2
40400000601,REINETA FILETE S/PIEL FRIOSUR KG,4530,6614,1-9-2020,2-12-2020,2
40400000605,SALMON FILETE CONG FRIOSUR KG,5649,8248,1-9-2020,2-12-2020,2
40400000608,SURTIDO MARISCO ESPECIAL FRIOSUR KG,2937,4288,1-9-2020,2-12-2020,2
40400000628,CHORIZO PARRILLERO LLANQUIHUE 500GR,2387,3485,1-9-2020,2-12-2020,2
40400000634,COSTILLAR AHUM. CORTE CRUZ LLANQUIHUE KG,6406,9353,1-9-2020,2-12-2020,2
40400000644,JAMON P. MOLDE LAM A/V LLANQUIHUE 200GR,1161,1695,1-9-2020,2-12-2020,2
40400000649,JAMON PAVO COC/LAM A/V LLANQUIHUE 200GR,1443,2107,1-9-2020,2-12-2020,2
40400000661,JAMON SANDWICH LAMINADO LLANQUIHUE KG,5738,8377,1-9-2020,2-12-2020,2
40400000677,LONGANIZA LLANQUIHUE KG,4709,6875,1-9-2020,2-12-2020,2
40400000687,MORTADELA JAMONADA LAM LLANQUIHUE 200GR,1114,1626,1-9-2020,2-12-2020,2
40400000694,MORTADELA LISA LAM A/V LLANQUIHUE 200GR,974,1422,1-9-2020,2-12-2020,2
40400000704,PATE CAMPO LLANQUIHUE 125GR,492,718,1-9-2020,2-12-2020,2
40400000705,PATE CERDO LLANQUIHUE 125GR,492,718,1-9-2020,2-12-2020,2
40400000710,PATE TERNERA LLANQUIHUE 125GR,492,718,1-9-2020,2-12-2020,2
40400000720,PRIETAS LLANQUIHUE 250GR,863,1260,1-9-2020,2-12-2020,2
40400000726,SALAME LAM A/V LLANQUIHUE 200GR,1468,2143,1-9-2020,2-12-2020,2
40400000748,VIENESA CERDO LLANQUIHUE 250GR,1093,1596,1-9-2020,2-12-2020,2
40400000749,VIENESA CERDO LLANQUIHUE 500GR,2130,3110,1-9-2020,2-12-2020,2
40400000785,AJI VERDE VERGEL FYV KG,2731,3987,1-9-2020,2-12-2020,2
40400000797,AJO VERGEL FYV KG,4442,6485,1-9-2020,2-12-2020,2
40400000816,APIO MATA NATURAL VERGEL FYV KG,786,1148,1-9-2020,2-12-2020,2
40400000825,ARVEJA FRIZADA ALIFRUT 1KG,1359,1984,1-9-2020,2-12-2020,2
40400000858,BETARRAGA VERGEL FYV KG,966,1410,1-9-2020,2-12-2020,2
40400000872,BROCOLIS FRIZADO ALIFRUT 1KG,1094,1597,1-9-2020,2-12-2020,2
40400000905,CEBOLLA VERGEL FYV KG,671,980,1-9-2020,2-12-2020,2
40400000938,CHOCLO GRANO FRIZADO ALIFRUT 1KG,897,1310,1-9-2020,2-12-2020,2
40400000939,CHOCLO PASTA FRIZADO ALIFRUT 1KG,1074,1568,1-9-2020,2-12-2020,2
40400000940,CHOCLO TROZO FRIZADO ALIFRUT 1KG,1090,1591,1-9-2020,2-12-2020,2
40400000982,COCHAYUYO VERGEL FYV 250GR,1664,2429,1-9-2020,2-12-2020,2
40400000995,COLIFLOR FRESCA VERGEL FYV KG,1252,1828,1-9-2020,2-12-2020,2
40400000998,COLIFLOR FRIZADO ALIFRUT 1KG,922,1346,1-9-2020,2-12-2020,2
40400001035,ENSALADA PRIMAVERA FRIZADA ALIFRUT 1KG,1277,1864,1-9-2020,2-12-2020,2
40400001059,HABAS FRIZADA ALIFRUT 1KG,1687,2463,1-9-2020,2-12-2020,2
40400001098,LECHUGA ESCAROLA FRESCA VERGEL FYV KG,1050,1533,1-9-2020,2-12-2020,2
40400001125,LIMON VERGEL FYV KG,924,1349,1-9-2020,2-12-2020,2
40400001147,MANZANA ROJA 180GR+/-10 VERGEL FYV KG,1084,1583,1-9-2020,2-12-2020,2
40400001161,MANZANA VERDE 180GR+/-10 VERGEL FYV KG,1084,1583,1-9-2020,2-12-2020,2
40400001166,MELON CALAME#O FRIZADO ALIFRUT 1KG,1739,2539,1-9-2020,2-12-2020,2
40400001167,MELON TUNA FRIZADO ALIFRUT 1KG,1615,2358,1-9-2020,2-12-2020,2
40400001181,NARANJA MESA 180GR+/-10 VERGEL FYV KG,1050,1533,1-9-2020,2-12-2020,2
40400001196,PALTA HASS VERGEL FYV KG,3571,5214,1-9-2020,2-12-2020,2
40400001206,"PAPA DUQUESA FRIZADA ALIFRUT 2,5KG",2270,3314,1-9-2020,2-12-2020,2
40400001224,PAPA NATURAL VERGEL FYV KG,496,724,1-9-2020,2-12-2020,2
40400001242,PEPINO ENSALADA VERGEL FYV KG,1218,1778,1-9-2020,2-12-2020,2
40400001254,PERA 180GR+/-10 VERGEL FYV KG,1050,1533,1-9-2020,2-12-2020,2
40400001283,PIMENTO MORRON ROJO VERGEL FYV KG,2504,3656,1-9-2020,2-12-2020,2
40400001300,PIMIENTO MORRON VERDE VERGEL FYV KG,2504,3656,1-9-2020,2-12-2020,2
40400001310,PI#A FRESCA VERGEL FYV UN,1664,2429,1-9-2020,2-12-2020,2
40400001325,PLATANO VERGEL FYV KG,1050,1533,1-9-2020,2-12-2020,2
40400001328,POROTO GRANADO FRIZADO ALIFRUT 1KG,1889,2758,1-9-2020,2-12-2020,2
40400001330,POROTO VERDE C/A FRIZADO ALIFRUT 1KG,1429,2086,1-9-2020,2-12-2020,2
40400001331,POROTO VERDE C/F FRIZADO ALIFRUT 1KG,1372,2003,1-9-2020,2-12-2020,2
40400001379,REPOLLO MORADO FRESCO VERGEL FYV KG,998,1457,1-9-2020,2-12-2020,2
40400001396,REPOLLO VERDE FRESCO VERGEL FYV KG,882,1288,1-9-2020,2-12-2020,2
40400001418,TOMATE VERGEL FYV KG,1084,1445,1-9-2020,2-12-2020,2
40400001470,ZANAHORIA FRESCA VERGEL FYV KG,671,980,1-9-2020,2-12-2020,2
40400001493,ZAPALLO CAMOTE NATURAL VERGEL FYV KG,784,1145,1-9-2020,2-12-2020,2
40400001505,ZAPALLO ITALIANO GUISO VERGEL FYV KG,1218,1778,1-9-2020,2-12-2020,2
40400001536,ACEITE MARAVILLA CHEF 1LT,1746,2549,1-9-2020,2-12-2020,2
40400001542,ACEITE OLIVA CHEF 1LT,3891,5681,1-9-2020,2-12-2020,2
40400001548,ACEITE VEGETAL BONAZA 1LT,1447,2113,1-9-2020,2-12-2020,2
40400001549,ACEITE VEGETAL BONAZA 5LT,7161,10455,1-9-2020,2-12-2020,2
40400001575,ACETO BALSAMICO MARCO POLO 500CC,1593,2326,1-9-2020,2-12-2020,2
40400001579,AJI COLOR ALTO LA CRUZ KG,2837,4142,1-9-2020,2-12-2020,2
40400001588,AJI SALSA DON JUAN 1KG,930,1358,1-9-2020,2-12-2020,2
40400001592,AJO EN POLVO MARCO POLO KG,5140,7504,1-9-2020,2-12-2020,2
40400001602,ALMENDRAS ALTO LA CRUZ KG,9841,14368,1-9-2020,2-12-2020,2
40400001611,ARROZ C/LECHE TKF KG,1180,1723,1-9-2020,2-12-2020,2
40400001615,ARROZ G2 LARGO BONANZA 1KG,1256,1834,1-9-2020,2-12-2020,2
40400001629,ATUN LOMO ACEITE A/F R.CRUSOE 170GR,903,1318,1-9-2020,2-12-2020,2
40400001637,AVENA C/LECHE MACROFOOD KG,1265,1847,1-9-2020,2-12-2020,2
40400001640,AZUCAR BONANZA 1KG,901,1315,1-9-2020,2-12-2020,2
40400001656,BASE APANAR KG MACROFOOD KG,1756,2564,1-9-2020,2-12-2020,2
40400001693,CALDO CONCENTR CARNE MACROFOOD KG,1396,2038,1-9-2020,2-12-2020,2
40400001695,CALDO CONCENTRADO AVE MACROFOOD KG,1396,2038,1-9-2020,2-12-2020,2
40400001732,CEREAL CHOCAPIC NESTLE 600GR,2094,3057,1-9-2020,2-12-2020,2
40400001734,CEREAL CORNFLAKES NESLTE 510GR,1702,2485,1-9-2020,2-12-2020,2
40400001746,CEREAL MILO NESTLE 500GR,2044,2984,1-9-2020,2-12-2020,2
40400001754,CEREAL ZUCOSOS NESTLE 530GR,1755,2562,1-9-2020,2-12-2020,2
40400001757,CEREZA JUGO CENTAURO 570GR,1526,2228,1-9-2020,2-12-2020,2
40400001762,CHAMPIGNONES LAM CONS ESMERALDA 400GR,900,1314,1-9-2020,2-12-2020,2
40400001765,CHANCACA DELICIOSA 450GR,2124,3101,1-9-2020,2-12-2020,2
40400001777,CHOLGA AGUA A/F R.CRUSOE 190GR,1145,1672,1-9-2020,2-12-2020,2
40400001781,CHORITO ACEITE A/F R.CRUSOE 190GR,971,1418,1-9-2020,2-12-2020,2
